Safe testfile,time1,Unsafe testfile,time2
12_111,14.603593349456787,,
12_130,13.070601224899292,,
12_132,14.950271129608154,,
12_137,13.853809833526611,,
13_17,13.43584394454956,,
13_50,14.235180377960205,,
13_99,13.531503200531006,,
13_115,12.873952150344849,,
13_156,13.426037549972534,,
13_191,12.44621992111206,,
14_4,15.31350064277649,,
14_8,13.872598648071289,,
14_29,14.890774488449097,,
14_86,14.008266925811768,,
14_94,14.000466108322144,,
14_101,14.192642211914062,,
14_159,13.207950115203857,,
14_168,13.562197208404541,,
14_170,13.80039095878601,,
14_179,14.19057011604309,,
14_187,14.507977962493896,,
14_194,13.695908546447754,,
15_86,13.398861408233643,,
15_100,13.584566116333008,,
15_109,15.227349758148193,,
15_132,14.95318055152893,,
15_151,13.53706955909729,,
15_155,13.495093822479248,,
16_19,13.563762903213501,,
16_33,14.224864959716797,,
16_38,15.775200128555298,,
16_44,12.407137393951416,,
16_78,12.22088360786438,,
16_82,12.249561071395874,,
16_104,12.641538858413696,,
16_105,15.48414397239685,,
16_136,14.792054891586304,,
16_141,14.585309028625488,,
16_177,13.230351209640503,,
17_6,13.086040258407593,,
17_24,14.716897010803223,,
17_60,14.409781455993652,,
17_97,13.934442520141602,,
17_134,14.133231163024902,,
17_171,12.748530149459839,,
17_183,13.084111452102661,,
18_6,12.796884536743164,,
18_54,12.608051300048828,,
18_98,13.221073389053345,,
18_109,13.583667993545532,,
18_110,13.669032335281372,,
18_144,13.538050413131714,,
18_148,13.710712909698486,,
18_156,13.396478176116943,,
18_169,13.235321760177612,,
18_174,13.894213438034058,,
19_34,13.464887142181396,,
19_154,12.947674751281738,,
19_167,13.446134090423584,,
19_188,12.75676941871643,,
19_191,13.703912734985352,,
20_0,14.403522968292236,,
20_193,13.665321826934814,,
20_197,13.613462686538696,,
20_0,13.115769386291504,,
20_193,12.837372303009033,,
20_197,13.943696022033691,,
21_16,13.145812273025513,,
21_21,13.19181513786316,,
21_29,14.144606828689575,,
21_56,13.366219282150269,,
21_66,13.875571012496948,,
21_83,12.681997537612915,,
21_100,12.408232688903809,,
21_101,13.458272695541382,,
21_130,13.193587303161621,,
21_161,13.854693174362183,,
21_179,13.616275072097778,,
22_31,13.073122501373291,,
22_37,12.952606201171875,,
22_105,14.050142526626587,,
22_107,13.601340293884277,,
22_108,14.349495887756348,,
22_115,13.749409914016724,,
22_119,13.65647006034851,,
22_151,12.864470720291138,,
22_167,12.557618618011475,,
22_175,12.90099287033081,,
22_183,12.482673168182373,,
22_194,13.837459325790405,,
23_30,14.333883285522461,,
23_92,13.911548852920532,,
23_96,13.940157175064087,,
23_116,14.707942485809326,,
23_139,14.65224003791809,,
23_159,12.91117811203003,,
23_188,12.560776233673096,,
24_13,13.243810176849365,,
24_20,12.653905868530273,,
24_27,12.818372964859009,,
24_37,12.629646301269531,,
24_51,12.840106964111328,,
24_76,15.035698652267456,,
24_87,14.16220211982727,,
24_98,14.763641357421875,,
24_116,16.01719880104065,,
24_129,15.054126024246216,,
24_151,14.943936347961426,,
24_159,12.910923480987549,,
24_171,13.133727550506592,,
25_13,13.474042892456055,,
25_46,13.34326958656311,,
25_85,14.073831558227539,,
25_151,13.531960487365723,,
26_10,12.949937105178833,,
26_39,13.041913270950317,,
27_57,12.781036376953125,,
27_119,14.003479480743408,,
28_11,13.35986614227295,,
28_49,13.314610481262207,,
28_55,13.29278039932251,,
28_78,13.485270500183105,,
28_114,13.639100551605225,,
29_21,13.996235609054565,,
29_103,14.111819744110107,,
29_161,13.071064233779907,,
30_11,13.369659900665283,,
30_26,13.940779447555542,,
30_63,13.289025783538818,,
30_108,14.530381441116333,,
30_135,14.129251718521118,,
31_104,13.824145555496216,,
31_123,13.826748847961426,,
32_138,14.457199811935425,,
32_153,14.364099264144897,,
32_156,15.11342191696167,,
32_159,14.476535558700562,,
33_8,14.724749326705933,,
33_18,14.958638429641724,,
33_22,14.135890483856201,,
33_58,14.241962432861328,,
33_93,16.922870874404907,,
33_106,14.801579713821411,,
33_149,13.52704906463623,,
33_177,13.600366830825806,,
34_64,14.338248014450073,,
34_105,14.607909679412842,,
35_121,14.30229926109314,,
35_182,14.393178224563599,,
36_13,14.199119329452515,,
37_19,14.260433197021484,,
37_44,14.170237302780151,,
37_81,13.609306335449219,,
37_94,13.637156009674072,,
37_145,13.448771953582764,,
37_148,14.720927000045776,,
37_174,14.481136560440063,,
38_6,13.767332553863525,,
38_73,13.976935863494873,,
38_92,14.604848623275757,,
38_96,15.38254427909851,,
38_98,14.246474504470825,,
39_86,14.442776679992676,,
39_100,14.258499145507812,,
39_112,15.440087080001831,,
39_191,14.717180728912354,,
40_144,14.839334726333618,,
40_196,15.944961786270142,,
41_153,15.755931377410889,,
41_158,15.278278350830078,,
42_44,13.829526424407959,,
42_97,13.882329225540161,,
45_8,13.503841876983643,,
45_36,13.822133541107178,,
45_45,13.759237051010132,,
45_71,13.474624872207642,,
45_110,13.365417242050171,,
46_68,13.690177202224731,,
47_12,14.808155298233032,,
47_71,14.329767227172852,,
47_73,14.124619960784912,,
47_134,13.973674535751343,,
47_140,14.13290023803711,,
47_156,14.199113845825195,,
48_53,14.503365993499756,,
48_55,16.07600712776184,,
48_66,14.378178596496582,,
48_87,13.421470165252686,,
49_26,14.05852723121643,,
49_40,13.543445110321045,,
49_77,13.679528951644897,,
49_122,17.071048974990845,,
49_140,16.02258038520813,,
49_153,14.908289670944214,,
